ticket_id,created_at,customer_name,plan,subject,body,category,priority,resolution,resolved_at
TK-0760,2025-03-07T23:32:22Z,Nimbus Health,Growth,Looking for training materials for our end users,"We're rolling out Steadfast to 200 users next month and want to prepare training materials. Do you have any training videos, guides, or a certification program? We'd also like to set up a sandbox environment for people to practice in before going live.",onboarding,high,"Shared resources: 1) Steadfast Academy (academy.steadfast.io) — free self-paced courses, 2) Video library (15 how-to videos), 3) Quick-start PDF guide for end users. Sandbox: enabled a training workspace on their account (Settings > Sandbox > Enable). Valid for 30 days with sample data. Also offered a custom training webinar for their team.",2025-03-09T12:50:35.160256Z
TK-0763,2025-03-08T01:54:45Z,Quantum Legal,Enterprise,Looking for best practices on task naming conventions,"Our workspace is getting messy with inconsistent task names. Some people write full sentences, others use abbreviations. We want to establish naming conventions. Do you have any recommended guidelines or examples of how other companies organize this?",account,critical,"Shared our Task Naming Best Practices guide (KB-1080). Recommended format: [Action verb] + [Object] + [Context]. Examples: 'Design homepage mockup for Q2 launch', 'Fix login timeout on mobile'. Also recommended using task prefixes by type (BUG-, FEAT-, TASK-). Sent 3 customer case studies on workspace organization.",2025-03-09T00:02:43.715891Z
TK-0764,2025-03-09T09:37:18Z,Meridian SaaS Group,Starter,Custom dashboard widgets,"The default dashboard layout doesn't quite fit our workflow. We'd love to be able to create custom widgets — like a KPI tracker that pulls specific metrics, or a team workload heatmap. Configurable dashboards would be a huge value-add for us.",feature_request,medium,"Feature request FR-2917. Custom dashboards are in active development (alpha internally). Added to early access list. In the meantime, suggested using the embedded analytics iframe option with their BI tool.",2025-03-10T14:44:33.591627Z
TK-0768,2025-03-13T06:21:08Z,Orbis Manufacturing,Growth,Need to add 15 new team members,"We're onboarding a new department and need to add 15 users to our account. Can you walk me through the bulk user creation process? Also, what permission groups should I set up? We want them to have access to projects but not billing or admin settings.",account,critical,Walked through bulk user invite process (Settings > Team > Bulk Invite via CSV). Recommended creating a 'Department-Standard' permission group with project access but restricted billing/admin. Sent our permission group template guide. All 15 users successfully invited.,2025-03-13T23:10:44.454204Z
TK-0771,2025-03-13T07:17:08Z,Blueshift Labs,Enterprise,Email notifications arriving with wrong timestamps,All our email notifications from Steadfast show timestamps that are 5 hours ahead. We're in EST but the emails show times in what looks like UTC. This started happening about two weeks ago. Our team is getting confused about when events actually occurred.,bug,medium,Bug in notification service: timezone was hardcoded to UTC after a refactor in v3.12.0 instead of reading from the account's timezone setting. Fix deployed in v3.14.1. Notifications now respect account timezone. Existing queued notifications flushed and regenerated.,2025-03-14T10:24:27.510492Z
TK-0772,2025-03-13T11:13:58Z,Sapphire Data,Growth,Discount code not applying at checkout,"Trying to apply the promo code GROW2024 that your sales rep gave us, but it says 'invalid code' at checkout. We were promised 20% off the first year. Can you apply this manually? We want to complete our upgrade today.",billing,high,"Code GROW2024 expired on 2024-12-31. Contacted sales rep (James M.) who confirmed the offer should be honored. Created new code GROW2024-EXT with same terms, valid through 2025-03-31. Customer applied successfully.",2025-03-15T02:31:38.086825Z
TK-0774,2025-03-13T19:39:28Z,TerraShift Engineering,Growth,Pagination broken on team member list,Our organization has 340 team members. The team management page only shows the first 50 and the 'Next' button doesn't work — it refreshes the same page. I can't access members beyond page 1. This makes user management impossible for us.,bug,medium,Pagination offset was being reset to 0 on each navigation due to a state management bug in the React component. Fixed the useEffect dependency array. Also increased default page size to 100. Deployed in v3.14.2.,2025-03-14T05:27:48.895210Z
TK-0775,2028-01-01T07:17:25Z,Frostbyte Gaming,Enterprise,Need to update our SSO certificate,"Our IdP certificate is expiring next week and we need to update it in Steadfast. Last time we did this, SSO broke for a few hours. Can you guide us through the process to minimize disruption?",security,medium,"Guided through zero-downtime certificate rotation: 1) Upload new cert while keeping old active, 2) Test with admin account, 3) Mark new cert as primary, 4) Remove old cert after 24h. Process completed without any SSO disruption.",2028-01-02T13:34:17.466908Z
TK-0776,2028-04-10T01:49:29Z,Cornerstone Digital,Starter,Issue with workspace permissions after migration,"After migrating our workspace to the new region, some team members lost their custom permissions. They can still access the workspace but their project-specific permissions were reset to defaults. Need to restore their access levels.",security,high,Workspace migration preserved role assignments but not project-level custom permissions. Exported the pre-migration permission snapshot and re-applied project permissions. Also filed ENG-4555 to include project permissions in future migrations.,2028-04-11T06:16:36.858967Z
TK-0780,2024-09-12T14:30:00Z,Cobalt Learning,Enterprise,Workspace Blueprint not applying default channels,"We set up a Workspace Blueprint to auto-configure new department spaces with default channels (#general, #standups, #escalations) but when we create a new space from the Blueprint, the channels aren't being created. The Blueprint preview shows them correctly. We've tried recreating the Blueprint from scratch but same issue. This is blocking our Q2 department expansion.",bug,high,Confirmed bug in Blueprint channel provisioning. The channel creation step was failing silently when the creating user didn't have channel-admin permissions in the parent workspace. Fix: Blueprint execution now uses system-level permissions for channel creation. Deployed in v3.15.0. Customer's Blueprint now works correctly.,2024-09-13T09:15:00Z
TK-0784,2024-10-03T10:00:00Z,Streamline HR,Growth,How do Workspace Blueprints work?,We heard about Workspace Blueprints from another Steadfast customer. Can you explain what they are and how to set one up? We want to create a standard project structure that all new teams use when they join our workspace. We're on the Growth plan — is this available to us?,onboarding,low,"Explained Workspace Blueprints: templates that define the default structure (spaces, channels, permission groups, workflow rules) applied when creating new organizational units. Available on Growth and Enterprise. Directed to Settings > Workspace > Blueprints. Sent Blueprint setup guide (KB-1095). Recommended starting with a simple Blueprint for one team structure before expanding.",2024-10-03T16:45:00Z
TK-0786,2024-11-15T08:20:00Z,Ironpeak Systems,Enterprise,Pulse Check reports showing stale data,Our weekly Pulse Check reports are showing data from 2 weeks ago instead of the current week. We depend on Pulse Check for our executive standups every Monday. The timestamp on the report says it was generated Sunday at midnight (correct) but the data inside is from the previous cycle. Other reports generate fine — it's just Pulse Check.,bug,high,Pulse Check reports cache the underlying dataset query to reduce load. The cache TTL was set to 14 days instead of 7 days after a config migration. Reset TTL to 7 days for the Pulse Check report type. Manually invalidated the customer's cached report. Next week's Pulse Check will pull fresh data. Filed ENG-4601 to add cache freshness indicator to report headers.,2024-11-15T11:30:00Z
